Genus	Species	ProteomeID	Description	taxaID	ReleaseDate	ProteinCount
Gemmatimonas	aurantiaca	UP000002209	Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505)	379066	2015-04-09	3932
Geobacillus	thermodenitrificans	UP000001578	Geobacillus thermodenitrificans (strain NG80-2)	420246	2015-04-13	3424
Geobacillus	kaustophilus	UP000001172	Geobacillus kaustophilus (strain HTA426)	235909	2015-04-13	3516
Geobacillus	sp.	UP000008468	Geobacillus sp. (strain Y412MC61)	544556	2015-06-04	3414
Geobacter	uraniireducens	UP000006695	Geobacter uraniireducens (strain Rf4) (Geobacter uraniumreducens)	351605	2015-04-09	4255
Geobacter	bemidjiensis	UP000008825	Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622)	404380	2015-04-09	4042
Geobacter	daltonii	UP000007721	Geobacter daltonii (strain DSM 22248 / JCM 15807 / FRC-32)	316067	2015-04-09	3798
Geobacter	lovleyi	UP000002420	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ)	398767	2015-04-13	3644
Geobacter	metallireducens	UP000007073	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210)	269799	2015-04-13	3502
Geobacter	sp.	UP000002380	Geobacter sp. (strain M21)	443144	2015-04-09	4068
Geobacter	sulfurreducens	UP000000577	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	243231	2015-04-13	3402
Geodermatophilus	obscurus	UP000001382	Geodermatophilus obscurus (strain ATCC 25078 / DSM 43160 / JCM 3152 / G-20)	526225	2015-05-03	4795
Giardia	intestinalis	UP000001548	Giardia intestinalis (strain ATCC 50803 / WB clone C6) (Giardia lamblia)	184922	2015-04-09	7154
Gibberella	zeae	UP000022177	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	5518	2015-04-15	13345
Gloeobacter	violaceus	UP000000557	Gloeobacter violaceus (strain PCC 7421)	251221	2015-04-13	4406
Gloeophyllum	trabeum	UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus)	670483	2015-04-22	11735
Gluconacetobacter	xylinus	UP000009044	Komagataeibacter medellinensis (strain NBRC 3288 / BCRC 11682 / LMG 1693 / Kondo 51) (Gluconacetobacter medellinensis)	634177	2015-04-13	3116
Gluconacetobacter	diazotrophicus	UP000001176	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5)	272568	2015-04-09	3783
Gluconobacter	oxydans	UP000006375	Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)	290633	2015-04-13	2626
Glycine	max	UP000008827	Glycine max (Soybean) (Glycine hispida)	3847	2015-05-15	64675
Gordonia	bronchialis	UP000001219	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / JCM 3198 / NCTC 10667) (Rhodococcus bronchialis)	526226	2015-05-03	4628
Gorilla	gorilla	UP000001519	Gorilla gorilla gorilla (Western lowland gorilla)	9595	2015-04-13	27295
Gramella	forsetii	UP000000755	Gramella forsetii (strain KT0803)	411154	2015-04-09	3554
Granulibacter	bethesdensis	UP000001963	Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1)	391165	2015-04-13	2430
Haemophilus	parasuis	UP000006743	Haemophilus parasuis serovar 5 (strain SH0165)	557723	2015-04-09	2002
Haemophilus	ducreyi	UP000001022	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	233412	2015-04-13	1694
Haemophilus	influenzae	UP000000579	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421	2015-04-13	1707
Hahella	chejuensis	UP000000238	Hahella chejuensis (strain KCTC 2396)	349521	2015-04-13	6751
Halalkalicoccus	jeotgali	UP000000390	Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3)	795797	2015-04-13	3779
Haliscomenobacter	hydrossis	UP000008461	Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)	760192	2015-04-13	6704
Haloarcula	marismortui	UP000001169	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	272569	2015-04-13	4234
Haloarcula	hispanica	UP000005629	Haloarcula hispanica (strain ATCC 33960 / DSM 4426 / JCM 8911 / NBRC 102182 / NCIMB 2187 / VKM B-1755)	634497	2015-06-04	3855
Halobacterium	salinarum	UP000000554	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	64091	2015-04-13	2426
Halobacteroides	halobius	UP000010880	Halobacteroides halobius (strain ATCC 35273 / DSM 5150 / MD-1)	748449	2015-04-13	2452
Haloferax	volcanii	UP000008243	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	309800	2015-05-03	3987
Haloferax	mediterranei	UP000006469	Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei)	523841	2015-05-03	3826
Halogeometricum	borinquense	UP000006663	Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / PR3)	469382	2015-05-03	3894
Halomicrobium	mukohataei	UP000001746	Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541) (Haloarcula mukohataei)	485914	2015-04-13	3343
Halomonas	elongata	UP000008707	Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9)	768066	2015-04-24	3469
Halopiger	xanaduensis	UP000006794	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	797210	2015-05-03	4221
Haloquadratum	walsbyi	UP000001975	Haloquadratum walsbyi (strain DSM 16790 / HBSQ001)	362976	2015-05-03	2551
Halorhabdus	utahensis	UP000002071	Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2)	519442	2015-04-09	2998
Halorhodospira	halophila	UP000000647	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	349124	2015-04-09	2406
Halorubrum	lacusprofundi	UP000000740	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	416348	2015-05-03	3495
Haloterrigena	turkmenica	UP000001903	Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / NCIMB 13204 / VKM B-1734) (Halococcus turkmenicus)	543526	2015-05-03	5113
Halothermothrix	orenii	UP000000719	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)	373903	2015-04-09	2324
Halothiobacillus	neapolitanus	UP000009102	Halothiobacillus neapolitanus (strain ATCC 23641 / c2) (Thiobacillus neapolitanus)	555778	2015-04-09	2353
Halovivax	ruber	UP000010846	Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70)	797302	2015-05-03	3099
Hamiltonella	defensa	UP000002334	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	572265	2015-04-13	2045
Helicobacter	pylori	UP000000429	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962	2015-04-13	1553
Helicobacter	acinonychis	UP000000775	Helicobacter acinonychis (strain Sheeba)	382638	2015-04-09	1596
Helicobacter	cinaedi	UP000001956	Helicobacter cinaedi (strain PAGU611)	1172562	2015-06-04	2118
Helicobacter	felis	UP000007934	Helicobacter felis (strain ATCC 49179 / NCTC 12436 / CS1)	936155	2015-04-13	1649
Helicobacter	hepaticus	UP000002495	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	235279	2015-04-09	1872
Helicobacter	mustelae	UP000001522	Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) (Campylobacter mustelae)	679897	2015-04-09	1400
Heliobacterium	modesticaldum	UP000008550	Heliobacterium modesticaldum (strain ATCC 51547 / Ice1)	498761	2015-04-13	2922
Helobdella	robusta	UP000015101	Helobdella robusta (Californian leech)	6412	2015-05-10	23328
Herminiimonas	arsenicoxydans	UP000006697	Herminiimonas arsenicoxydans	204773	2015-04-09	3272
Herpetosiphon	aurantiacus	UP000000787	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785)	316274	2015-04-13	5254
Hippea	maritima	UP000008139	Hippea maritima (strain ATCC 700847 / DSM 10411 / MH2)	760142	2015-04-09	1653
Hirschia	baltica	UP000002745	Hirschia baltica (strain ATCC 49814 / DSM 5838 / IFAM 1418)	582402	2015-04-09	3187
Histophilus	somni	UP000008543	Histophilus somni (strain 2336) (Haemophilus somnus)	228400	2015-04-09	1971
Hodgkinia	cicadicola	UP000002741	Hodgkinia cicadicola (strain Dsem)	573234	2015-04-09	169
Homo	sapiens	UP000005640	Homo sapiens (Human)	9606	2015-06-07	69693
Hordeum	vulgare	UP000011116	Hordeum vulgare var. distichum (Domesticated barley)	112509	2015-06-03	52397
Hydrogenobacter	thermophilus	UP000002574	Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6)	608538	2015-04-09	1892
Hydrogenobaculum	sp.	UP000001872	Hydrogenobaculum sp. (strain Y04AAS1)	380749	2015-04-09	1626
Hyperthermus	butylicus	UP000002593	Hyperthermus butylicus (strain DSM 5456 / JCM 9403)	415426	2015-04-09	1602
Hyphomicrobium	denitrificans	UP000002033	Hyphomicrobium denitrificans (strain ATCC 51888 / DSM 1869 / NCIB 11706 / TK 0415)	582899	2015-04-09	3452
Hyphomonas	neptunium	UP000001959	Hyphomonas neptunium (strain ATCC 15444)	228405	2015-06-04	3499
Hypocrea	virens	UP000007115	Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens)	413071	2015-04-10	12389
Hypocrea	atroviridis	UP000005426	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride)	452589	2015-04-10	11815
Hypocrea	jecorina	UP000008984	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	431241	2015-04-10	9114
Idiomarina	loihiensis	UP000001171	Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)	283942	2015-04-13	2608
Ignavibacterium	album	UP000007394	Ignavibacterium album (strain DSM 19864 / JCM 16511 / NBRC 101810 / Mat9-16)	945713	2015-04-10	3169
Ignicoccus	hospitalis	UP000000262	Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125)	453591	2015-04-09	1434
Ignisphaera	aggregans	UP000001304	Ignisphaera aggregans (strain DSM 17230 / JCM 13409 / AQ1.S1)	583356	2015-04-09	1929
Ilyobacter	polytropus	UP000006875	Ilyobacter polytropus (strain DSM 2926 / CuHBu1)	572544	2015-04-13	2859
Ixodes	scapularis	UP000001555	Ixodes scapularis (Black-legged tick) (Deer tick)	6945	2015-04-09	20473
Jannaschia	sp.	UP000008326	Jannaschia sp. (strain CCS1)	290400	2015-04-13	4271
Janthinobacterium	sp.	UP000006388	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	375286	2015-04-09	3695
Jonesia	denitrificans	UP000000628	Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / CIP 55134) (Listeria denitrificans)	471856	2015-05-03	2495
Kangiella	koreensis	UP000001231	Kangiella koreensis (strain DSM 16069 / KCTC 12182 / SW-125)	523791	2015-06-05	2630
Ketogulonicigenium	vulgare	UP000006871	Ketogulonicigenium vulgare (strain Y25)	880591	2015-04-13	3209
Kineococcus	radiotolerans	UP000001116	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	266940	2015-05-03	4674
Kitasatospora	setae	UP000007076	Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae)	452652	2015-05-03	7443
Klebsiella	variicola	UP000001907	Klebsiella variicola (strain At-22)	640131	2015-04-09	5056
Klebsiella	pneumoniae	UP000007841	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	1125630	2015-06-04	5728
Kluyveromyces	lactis	UP000000598	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	284590	2015-04-13	5071
Kocuria	rhizophila	UP000008838	Kocuria rhizophila (strain ATCC 9341 / DSM 348 / NBRC 103217 / DC2201)	378753	2015-05-03	2352
Korarchaeum	cryptofilum	UP000001686	Korarchaeum cryptofilum (strain OPF8)	374847	2015-04-09	1602
Koribacter	versatilis	UP000002432	Koribacter versatilis (strain Ellin345)	204669	2015-04-09	4771
Kribbella	flavida	UP000007967	Kribbella flavida (strain DSM 17836 / JCM 10339 / NBRC 14399)	479435	2015-05-03	6940
Krokinobacter	sp.	UP000008290	Dokdonia sp. (strain 4H-3-7-5) (Krokinobacter sp. (strain 4H-3-7-5))	983548	2015-04-10	2978
Kyrpidia	tusciae	UP000002368	Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2) (Bacillus tusciae)	562970	2015-04-09	3135
Kytococcus	sedentarius	UP000006666	Kytococcus sedentarius (strain ATCC 14392 / DSM 20547 / CCM 314 / 541) (Micrococcus sedentarius)	478801	2015-05-03	2531
Laccaria	bicolor	UP000001194	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) (Bicoloured deceiver) (Laccaria laccata var. bicolor)	486041	2015-04-09	17895
Lacinutrix	sp.	UP000008297	Lacinutrix sp. (strain 5H-3-7-4)	983544	2015-04-10	2958
Lactobacillus	salivarius	UP000001090	Lactobacillus salivarius (strain CECT 5713)	712961	2015-06-04	1533
Lactobacillus	acidophilus	UP000006381	Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM)	272621	2015-04-13	1859
Lactobacillus	amylovorus	UP000007033	Lactobacillus amylovorus (strain GRL 1112)	695560	2015-06-04	2081
Lactobacillus	brevis	UP000001652	Lactobacillus brevis (strain ATCC 367 / JCM 1170)	387344	2015-06-04	2201
Lactobacillus	casei	UP000006850	Lactobacillus casei (strain BD-II)	998820	2015-06-04	3166
Lactobacillus	crispatus	UP000002371	Lactobacillus crispatus (strain ST1)	748671	2015-04-13	2003
Lactobacillus	delbrueckii	UP000008717	Lactobacillus delbrueckii subsp. bulgaricus (strain ND02)	767455	2015-04-09	2001
Lactobacillus	fermentum	UP000006910	Lactobacillus fermentum (strain CECT 5716)	712938	2015-04-09	1043
Lactobacillus	gasseri	UP000000664	Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / JCM 1131 / NCIMB 11718 / AM63)	324831	2015-06-04	1694
Lactobacillus	helveticus	UP000000790	Lactobacillus helveticus (strain DPC 4571)	405566	2015-06-03	1580
Lactobacillus	johnsonii	UP000000581	Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)	257314	2015-04-13	1809
Lactobacillus	plantarum	UP000006870	Lactobacillus plantarum (strain ST-III)	889932	2015-06-06	3028
Lactobacillus	reuteri	UP000001924	Lactobacillus reuteri (strain ATCC 55730 / SD2112)	491077	2015-04-13	2201
Lactobacillus	rhamnosus	UP000000956	Lactobacillus rhamnosus (strain Lc 705)	568704	2015-06-04	2952
Lactobacillus	sakei	UP000002707	Lactobacillus sakei subsp. sakei (strain 23K)	314315	2015-04-13	1872
Lactococcus	lactis	UP000008128	Lactococcus lactis subsp. lactis (strain CV56)	929102	2015-04-13	2365
Lactococcus	garvieae	UP000008521	Lactococcus garvieae (strain ATCC 49156 / DSM 6783 / NCIMB 13208 / YT-3) (Enterococcus seriolicida)	420889	2015-06-05	1920
Laribacter	hongkongensis	UP000002010	Laribacter hongkongensis (strain HLHK9)	557598	2015-04-09	3208
Latimeria	chalumnae	UP000008672	Latimeria chalumnae (West Indian ocean coelacanth)	7897	2015-05-10	23429
Lawsonia	intracellularis	UP000002430	Lawsonia intracellularis (strain PHE/MN1-00)	363253	2015-04-09	1342
Leadbetterella	byssophila	UP000007435	Leadbetterella byssophila (strain DSM 17132 / KACC 11308 / 4M15)	649349	2015-04-09	3429
Legionella	pneumophila	UP000002517	Legionella pneumophila (strain Lens)	297245	2015-04-13	2919
Legionella	longbeachae	UP000001060	Legionella longbeachae serogroup 1 (strain NSW150)	661367	2015-04-09	3460
Leifsonia	xyli	UP000001306	Leifsonia xyli subsp. xyli (strain CTCB07)	281090	2015-05-03	2001
Leishmania	braziliensis	UP000007258	Leishmania braziliensis	5660	2015-04-13	8084
Leishmania	infantum	UP000008153	Leishmania infantum	5671	2015-04-13	8045
Lepisosteus	oculatus	UP000018468	Lepisosteus oculatus (Spotted gar)	7918	2015-04-14	22463
Leptosphaeria	maculans	UP000002668	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	985895	2015-04-09	12608
Leptospira	interrogans	UP000001408	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	189518	2015-05-03	3676
Leptospira	biflexa	UP000001847	Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris)	456481	2015-05-03	3723
Leptospira	borgpetersenii	UP000000655	Leptospira borgpetersenii serovar Hardjo-bovis (strain L550)	355276	2015-06-04	2872
Leptothrix	cholodnii	UP000001693	Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) (Leptothrix discophora (strain SP-6))	395495	2015-04-09	4343
Leptotrichia	buccalis	UP000001910	Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249)	523794	2015-04-09	2218
Leuconostoc	sp.	UP000000500	Leuconostoc sp. (strain C2)	979982	2015-06-04	1853
Leuconostoc	citreum	UP000002166	Leuconostoc citreum (strain KM20)	349519	2015-04-09	1812
Leuconostoc	gasicomitatum	UP000008706	Leuconostoc gelidum subsp. gasicomitatum (strain DSM 15947 / CECT 5767 / JCM 12535 / LMG 18811 / TB1-10)	762550	2015-04-13	1902
Leuconostoc	mesenteroides	UP000000362	Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523)	203120	2015-05-01	2002
Liberibacter	asiaticus	UP000002744	Liberibacter asiaticus (strain psy62)	537021	2015-05-01	1102
Listeria	welshimeri	UP000000779	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / SLCC5334)	386043	2015-04-09	2769
Listeria	innocua	UP000002513	Listeria innocua serovar 6a (strain CLIP 11262)	272626	2015-06-02	3017
Listeria	monocytogenes	UP000000817	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	169963	2015-04-09	2844
Listeria	seeligeri	UP000002044	Listeria seeligeri serovar 1/2b (strain ATCC 35967 / DSM 20751 / CIP 100100 / SLCC 3954)	683837	2015-06-04	2710
Lodderomyces	elongisporus	UP000001996	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	379508	2015-04-13	5779
Lottia	gigantea	UP000030746	Lottia gigantea (Giant owl limpet)	225164	2015-04-22	23675
Loxodonta	africana	UP000007646	Loxodonta africana (African elephant)	9785	2015-05-10	25615
Lysinibacillus	sphaericus	UP000002164	Lysinibacillus sphaericus (strain C3-41)	444177	2015-04-13	4750
Macaca	mulatta	UP000006718	Macaca mulatta (Rhesus macaque)	9544	2015-04-13	35549
Macrococcus	caseolyticus	UP000001383	Macrococcus caseolyticus (strain JCSC5402)	458233	2015-04-13	2059
Magnetococcus	sp.	UP000002586	Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1)	156889	2015-04-09	3594
Magnetospirillum	magneticum	UP000007058	Magnetospirillum magneticum (strain AMB-1 / ATCC 700264)	342108	2015-04-09	4514
Mannheimia	succiniciproducens	UP000000607	Mannheimia succiniciproducens (strain MBEL55E)	221988	2015-04-13	2367
Maribacter	sp.	UP000001602	Maribacter sp. (strain HTCC2170 / KCCM 42371)	313603	2015-04-09	3411
Maricaulis	maris	UP000001964	Maricaulis maris (strain MCS10)	394221	2015-04-09	3060
Marinithermus	hydrothermalis	UP000007030	Marinithermus hydrothermalis (strain DSM 14884 / JCM 11576 / T1)	869210	2015-04-10	2194
Marinobacter	aquaeolei	UP000000998	Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8)	351348	2015-04-13	4170
Marinobacter	adhaerens	UP000007077	Marinobacter adhaerens (strain HP15)	225937	2015-04-13	4407
Marinomonas	sp.	UP000001113	Marinomonas sp. (strain MWYL1)	400668	2015-06-04	4416
Marinomonas	mediterranea	UP000001062	Marinomonas mediterranea (strain ATCC 700492 / JCM 21426 / NBRC 103028 / MMB-1)	717774	2015-04-09	4118
Marivirga	tractuosa	UP000008720	Marivirga tractuosa (strain ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43) (Microscilla tractuosa) (Flexibacter tractuosus)	643867	2015-04-09	3748
Medicago	truncatula	UP000002051	Medicago truncatula (Barrel medic) (Medicago tribuloides)	3880	2015-04-13	57066
Meiothermus	silvanus	UP000001916	Meiothermus silvanus (strain ATCC 700542 / DSM 9946 / VI-R2) (Thermus silvanus)	526227	2015-04-13	3383
Meiothermus	ruber	UP000013026	Meiothermus ruber (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21) (Thermus ruber)	504728	2015-04-13	3037
Meleagris	gallopavo	UP000001645	Meleagris gallopavo (Common turkey)	9103	2015-04-13	16534
Melissococcus	plutonius	UP000009055	Melissococcus plutonius (strain DAT561)	1090974	2015-04-13	1659
Mesoplasma	florum	UP000006647	Mesoplasma florum (strain ATCC 33453 / NBRC 100688 / NCTC 11704 / L1) (Acholeplasma florum)	265311	2015-04-09	683
Mesorhizobium	ciceri	UP000007471	Mesorhizobium ciceri bv. biserrulae (strain HAMBI 2942 / LMG 23838 / WSM1271)	765698	2015-06-03	6260
Metallosphaera	sedula	UP000000242	Metallosphaera sedula (strain ATCC 51363 / DSM 5348)	399549	2015-04-09	2256
Metallosphaera	cuprina	UP000007812	Metallosphaera cuprina (strain Ar-4)	1006006	2015-04-10	2029
Methanobacterium	sp.	UP000009231	Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1)	868131	2015-04-10	2394
Methanobrevibacter	smithii	UP000001992	Methanobrevibacter smithii (strain PS / ATCC 35061 / DSM 861)	420247	2015-04-09	1783
Methanobrevibacter	ruminantium	UP000008680	Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / M1) (Methanobacterium ruminantium)	634498	2015-04-09	2209
Methanocaldococcus	vulcanius	UP000002063	Methanocaldococcus vulcanius (strain ATCC 700851 / DSM 12094 / M7) (Methanococcus vulcanius)	579137	2015-04-09	1740
Methanocaldococcus	fervens	UP000001495	Methanocaldococcus fervens (strain DSM 4213 / JCM 157852 / AG86) (Methanococcus fervens)	573064	2015-04-09	1581
Methanocaldococcus	infernus	UP000002061	Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME)	573063	2015-04-09	1439
Methanocaldococcus	jannaschii	UP000000805	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232	2015-04-13	1787
Methanocaldococcus	sp.	UP000002189	Methanocaldococcus sp. (strain FS406-22)	644281	2015-04-09	1815
Methanocella	paludicola	UP000001882	Methanocella paludicola (strain DSM 17711 / JCM 13418 / NBRC 101707 / SANAE)	304371	2015-04-09	2993
Methanocella	conradii	UP000005233	Methanocella conradii (strain DSM 24694 / JCM 17849 / CGMCC 1.5162 / HZ254)	1041930	2015-04-10	2448
Methanococcoides	burtonii	UP000001979	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	259564	2015-04-09	2242
Methanococcus	voltae	UP000007722	Methanococcus voltae (strain ATCC BAA-1334 / A3)	456320	2015-04-09	1658
Methanococcus	aeolicus	UP000001106	Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280)	419665	2015-04-09	1490
Methanococcus	maripaludis	UP000000590	Methanococcus maripaludis (strain S2 / LL)	267377	2015-04-09	1722
Methanococcus	vannielii	UP000001107	Methanococcus vannielii (strain SB / ATCC 35089 / DSM 1224)	406327	2015-04-09	1661
Methanocorpusculum	labreanum	UP000000365	Methanocorpusculum labreanum (strain ATCC 43576 / DSM 4855 / Z)	410358	2015-04-09	1739
Methanoculleus	marisnigri	UP000002146	Methanoculleus marisnigri (strain ATCC 35101 / DSM 1498 / JR1)	368407	2015-04-09	2476
Methanohalobium	evestigatum	UP000000391	Methanohalobium evestigatum (strain DSM 3721 / OCM 161 / Z-7303)	644295	2015-04-13	2250
Methanohalophilus	mahii	UP000001059	Methanohalophilus mahii (strain ATCC 35705 / DSM 5219 / SLP)	547558	2015-04-09	1986
Methanoplanus	petrolearius	UP000006565	Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847) (Methanoplanus petrolearius)	679926	2015-04-09	2779
Methanopyrus	kandleri	UP000001826	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	190192	2015-04-09	1687
Methanoregula	boonei	UP000002408	Methanoregula boonei (strain 6A8)	456442	2015-04-09	2450
Methanosaeta	thermophila	UP000000674	Methanosaeta thermophila (strain DSM 6194 / PT) (Methanothrix thermophila (strain DSM 6194 / PT))	349307	2015-04-09	1673
Methanosaeta	concilii	UP000007807	Methanosaeta concilii (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6) (Methanothrix concilii)	990316	2015-04-10	2791
Methanosaeta	harundinacea	UP000005877	Methanosaeta harundinacea (strain 6Ac)	1110509	2015-04-10	2358
Methanosalsum	zhilinae	UP000006622	Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae)	679901	2015-04-10	1972
Methanosarcina	mazei	UP000000595	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	192952	2015-04-13	3303
Methanosarcina	acetivorans	UP000002487	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	188937	2015-04-13	4468
Methanosarcina	barkeri	UP000008156	Methanosarcina barkeri (strain Fusaro / DSM 804)	269797	2015-04-13	3616
Methanosphaera	stadtmanae	UP000001931	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	339860	2015-04-09	1533
Methanosphaerula	palustris	UP000002457	Methanosphaerula palustris (strain ATCC BAA-1556 / DSM 19958 / E1-9c)	521011	2015-04-09	2655
Methanospirillum	hungatei	UP000001941	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	323259	2015-04-13	3087
Methanothermobacter	thermautotrophicus	UP000005223	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	187420	2015-04-09	1868
Methanothermobacter	marburgensis	UP000000345	Methanothermobacter marburgensis (strain DSM 2133 / 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	79929	2015-04-13	1756
Methanothermococcus	okinawensis	UP000009296	Methanothermococcus okinawensis (strain DSM 14208 / JCM 11175 / IH1)	647113	2015-04-09	1583
Methanothermus	fervidus	UP000002315	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	523846	2015-04-09	1283
Methanotorris	igneus	UP000009227	Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5)	880724	2015-04-10	1753
